Time,MM,DD,hh,T_dry,T_wb,w,P,RH,T_dp,ghi,dni,dhi,v_wind
2002/01/09 @ 06:00:00,1,9,6,21.1,17.83,0.011472304771846402,101.93,0.73,16.1,0.0,0,0,6.2
2002/01/09 @ 07:00:00,1,9,7,21.1,18.09,0.011792574055003497,101.93,0.75,16.52,161.94,303,68,6.7
2002/01/09 @ 08:00:00,1,9,8,22.2,18.3,0.011600928545156168,101.93,0.69,16.27,345.66,587,51,6.7
2002/01/09 @ 09:00:00,1,9,9,22.8,18.43,0.011507000583885544,101.93,0.66,16.15,584.67,744,83,6.7
2002/01/09 @ 10:00:00,1,9,10,23.3,18.59,0.01150106024462772,101.93,0.64,16.14,833.77,840,149,6.7
2002/01/09 @ 11:00:00,1,9,11,24.4,19.41,0.012107505666322484,101.93,0.63,16.93,974.6,900,151,7.2
2002/01/09 @ 12:00:00,1,9,12,25.0,19.48,0.0119490265157905,101.93,0.6,16.72,1068.35,935,164,7.7
2002/01/09 @ 13:00:00,1,9,13,25.0,19.63,0.012152068121306705,101.93,0.61,16.98,1082.14,932,180,8.2
2002/01/09 @ 14:00:00,1,9,14,25.0,19.48,0.0119490265157905,101.93,0.6,16.72,1011.19,844,237,8.2
2002/01/09 @ 15:00:00,1,9,15,25.0,19.33,0.01174611489888044,101.93,0.59,16.46,909.89,789,264,8.7
2002/01/09 @ 16:00:00,1,9,16,24.4,18.96,0.011520278389104611,101.93,0.6,16.16,743.65,664,293,8.7
2002/01/09 @ 17:00:00,1,9,17,23.9,18.97,0.011742773444905541,101.93,0.63,16.46,541.24,462,307,8.2
2002/01/09 @ 18:00:00,1,9,18,22.8,18.57,0.011684624603067661,101.93,0.67,16.38,351.12,289,260,8.7
2002/01/09 @ 19:00:00,1,9,19,22.2,18.3,0.011600928545156168,101.59,0.69,16.27,160.56,82,151,8.7
2002/01/09 @ 20:00:00,1,9,20,21.7,18.12,0.011577945325139564,101.93,0.71,16.24,0.0,12,0,8.2
2002/01/09 @ 21:00:00,1,9,21,21.1,17.31,0.010832736343798584,101.93,0.69,15.22,0.0,0,0,7.7
2002/01/09 @ 22:00:00,1,9,22,21.1,17.05,0.010513436219842862,101.93,0.67,14.77,0.0,0,0,6.7
