Time;MM;DD;hh;T_dry;T_wb;P;RH;T_dp;ghi;dni;dhi;v_wind
2002/01/09 @ 23:00:00;1;9;23;-10;-10.23;100.58;93;-10.81;0;0;0;2.6
2002/01/10 @ 00:00:00;1;10;0;-8.9;-9.25;100.58;90;-10.09;0;0;0;1.5
2002/01/10 @ 01:00:00;1;10;1;-7.8;-8.1;100.58;92;-8.75;0;0;0;1.5
2002/01/10 @ 02:00:00;1;10;2;-6.1;-6.39;100.58;93;-6.94;0;0;0;1
2002/01/10 @ 03:00:00;1;10;3;-2.2;-2.46;100.58;95;-2.81;0;0;0;1
2002/01/10 @ 04:00:00;1;10;4;0.6;0.37;100.58;96;0.01;0;0;0;1
2002/01/10 @ 05:00:00;1;10;5;3.3;2.98;100.92;95;2.58;0;0;0;1
2002/01/10 @ 06:00:00;1;10;6;5;4.58;100.92;94;4.13;0;0;0;0.5
2002/01/10 @ 07:00:00;1;10;7;5;4.58;100.92;94;4.13;0;0;0;1
2002/01/10 @ 08:00:00;1;10;8;5.6;5.17;100.92;94;4.73;0;0;0;1
2002/01/10 @ 09:00:00;1;10;9;6.7;6.33;100.92;95;5.98;0;0;0;1.5
2002/01/10 @ 10:00:00;1;10;10;5;4.72;100.92;96;4.43;11;0;11;1
2002/01/10 @ 11:00:00;1;10;11;4.4;3.99;100.92;94;3.53;34.38;1;34;1.5
2002/01/10 @ 12:00:00;1;10;12;3.3;2.71;100.58;91;1.97;13;0;13;2.6
2002/01/10 @ 13:00:00;1;10;13;4.4;3.85;100.58;92;3.22;1;0;1;3.1
2002/01/10 @ 14:00:00;1;10;14;6.1;5.37;100.92;90;4.6;0;0;0;4.1
2002/01/10 @ 15:00:00;1;10;15;3.3;2.71;100.58;91;1.97;0;0;0;5.1
2002/01/10 @ 16:00:00;1;10;16;4.4;3.58;100.92;88;2.59;0;0;0;6.2
2002/01/10 @ 17:00:00;1;10;17;2.2;1.26;100.58;85;-0.05;0;0;0;6.7
2002/01/10 @ 18:00:00;1;10;18;-1.7;-2.49;100.58;85;-3.63;0;0;0;7.2
2002/01/10 @ 19:00:00;1;10;19;-2.2;-3.13;100.58;82;-4.54;0;0;0;7.7
2002/01/10 @ 20:00:00;1;10;20;-3.9;-4.65;100.58;84;-5.94;0;0;0;8.2
2002/01/10 @ 21:00:00;1;10;21;-4.4;-5.65;100.58;73;-8.04;0;0;0;7.7
2002/01/10 @ 22:00:00;1;10;22;-6.1;-7.52;100.92;66;-10.83;0;0;0;8.2
