Time;MM;DD;hh;T_dry;T_wb;P;RH;T_dp;ghi;dni;dhi;v_wind
2002/01/08 @ 16:00:00;1;8;16;5.5;4.29;102.69;83;2.85;18.11;52;16;2.6
2002/01/08 @ 17:00:00;1;8;17;5.2;4;102.63;83;2.55;0;0;0;2.4
2002/01/08 @ 18:00:00;1;8;18;5;3.81;102.59;83;2.35;0;0;0;2.2
2002/01/08 @ 19:00:00;1;8;19;5.3;4.31;102.64;86;3.16;0;0;0;2.4
2002/01/08 @ 20:00:00;1;8;20;5.1;4.33;102.5;89;3.45;0;0;0;2.6
2002/01/08 @ 21:00:00;1;8;21;5.2;4.64;102.46;92;4.02;0;0;0;2.6
2002/01/08 @ 22:00:00;1;8;22;5.1;4.54;102.46;92;3.92;0;0;0;2.6
2002/01/08 @ 23:00:00;1;8;23;4.7;3.95;102.59;89;3.05;0;0;0;2.7
2002/01/09 @ 00:00:00;1;9;0;4.7;3.81;102.62;87;2.72;0;0;0;2.7
2002/01/09 @ 01:00:00;1;9;1;4;3.13;102.52;87;2.03;0;0;0;2.9
2002/01/09 @ 02:00:00;1;9;2;3.5;2.85;102.47;90;2.01;0;0;0;3.4
2002/01/09 @ 03:00:00;1;9;3;3.2;2.36;102.46;87;1.23;0;0;0;3.2
2002/01/09 @ 04:00:00;1;9;4;2.2;1.02;102.48;81;-0.63;0;0;0;3.3
2002/01/09 @ 05:00:00;1;9;5;2;0.83;102.45;81;-0.8;0;0;0;3.1
2002/01/09 @ 06:00:00;1;9;6;1.9;0.61;102.34;79;-1.19;0;0;0;3.2
2002/01/09 @ 07:00:00;1;9;7;1.9;0.36;102.27;75;-1.81;0;0;0;4.3
2002/01/09 @ 08:00:00;1;9;8;2.4;0.76;102.12;74;-1.55;0;0;0;4.6
2002/01/09 @ 09:00:00;1;9;9;3.5;2.05;102.21;78;0;13.25;3;13;5.2
2002/01/09 @ 10:00:00;1;9;10;5;3.52;102.23;79;1.66;80.92;37;74;5.5
2002/01/09 @ 11:00:00;1;9;11;5.7;3.96;102.09;76;1.8;79.35;13;76;5.8
2002/01/09 @ 12:00:00;1;9;12;5.6;3.86;101.81;76;1.7;66.74;6;65;5.1
2002/01/09 @ 13:00:00;1;9;13;5.3;3.58;101.87;76;1.41;69.99;7;68;5.1
2002/01/09 @ 14:00:00;1;9;14;5.2;3.56;101.89;77;1.49;52.19;5;51;5
2002/01/09 @ 15:00:00;1;9;15;4.7;3.24;101.81;79;1.36;22.31;2;22;4.6
2002/01/09 @ 16:00:00;1;9;16;4.7;3.45;101.83;82;1.89;3.04;1;3;4.6
2002/01/09 @ 17:00:00;1;9;17;5;4.37;101.69;91;3.66;0;0;0;3.8
2002/01/09 @ 18:00:00;1;9;18;5.5;5.15;101.61;95;4.78;0;0;0;3.8
2002/01/09 @ 19:00:00;1;9;19;6;5.71;101.5;96;5.43;0;0;0;4.2
2002/01/09 @ 20:00:00;1;9;20;6.6;6.3;101.43;96;6.03;0;0;0;4.2
2002/01/09 @ 21:00:00;1;9;21;7.1;6.8;101.23;96;6.53;0;0;0;4.5
2002/01/09 @ 22:00:00;1;9;22;7.9;7.51;100.68;95;7.18;0;0;0;5.5
2002/01/09 @ 23:00:00;1;9;23;8.3;7.9;100.68;95;7.57;0;0;0;5.3
2002/01/10 @ 00:00:00;1;10;0;8.3;7.98;100.46;96;7.73;0;0;0;5.8
2002/01/10 @ 01:00:00;1;10;1;9.1;8.61;100.53;94;8.22;0;0;0;6
2002/01/10 @ 02:00:00;1;10;2;9.2;8.71;100.56;94;8.31;0;0;0;5.9
2002/01/10 @ 03:00:00;1;10;3;9.2;8.71;100.28;94;8.31;0;0;0;5.9
2002/01/10 @ 04:00:00;1;10;4;8.8;8.23;100.53;93;7.76;0;0;0;5.6
